6848.8	6815.2	6764	6792
2720.8	2601.6	2610.4	2512
2714.4	2708	2789.6	2784.8
6801.6	6714.4	6720	6601.6
4344	4227.2	4216.8	4104
4412	4356	4447.2	4402.4
1852.8	1904	1874.4	1911.2
3268.8	3260.8	3288.8	3244.8
3882.4	3764	3752.8	3627.2
4268	4304.8	4280.8	4300
4406.4	4352.8	4379.2	4328.8
4716	4807.2	4796	4814.4
2220.8	2259.2	2262.4	2279.2
6707.2	6628	6652.8	6561.6
2073.6	2098.4	2082.4	2113.6
2468	2499.2	2457.6	2483.2
7006.4	6933.6	6944.8	6939.2
1825.6	1939.2	1970.4	2066.4
2286.4	2367.2	2368.8	2437.6
6964	6919.2	6955.2	6896.8
5136.8	5074.4	5100	4936
3178.4	3238.4	3227.2	3248
4077.6	4096	4058.4	4088
1908.8	1868.8	1853.6	1849.6
6548.8	6500.8	6548.8	6486.4
2091.2	2120	2108.8	2127.2
2127.2	2099.2	2140.8	2100.8
7312.8	7252.8	7258.4	7195.2
5816	5772.8	5840	5810.4
3493.6	3482.4	3570.4	3544.8
5116.8	5194.4	5208	5241.6
2393.6	2342.4	2377.6	2317.6
1927.2	1935.2	2026.4	2032.8
6734.4	6704	6692	6684
3284	3262.4	3220.8	3224
3213.6	3075.2	3053.6	2908
7171.2	7128.8	7172.8	7132
5508.8	5510.4	5452	5478.4
4974.4	4982.4	4908.8	4912
2015.2	2012.8	1926.4	1916.8
1848.8	1930.4	1930.4	1943.2
7182.4	7187.2	7148	7140.8
4162.4	4000.8	3966.4	3843.2
5981.6	5991.2	5953.6	5980.8
2431.2	2376.8	2358.4	2364
4464.8	4339.2	4330.4	4216
2337.6	2241.6	2238.4	2140.8
2022.4	2002.4	2069.6	2048
3801.6	3757.6	3699.2	3649.6
2022.4	2108	2115.2	2132
5670.4	5560.8	5564.8	5487.2
3750.4	3713.6	3759.2	3727.2
6540.8	6483.2	6352.8	6286.4
5963.2	5977.6	5909.6	5913.6
3996	4054.4	4028	4060
5232.8	5276	5287.2	5320.8
5068.8	5050.4	4980	4968
7196	7162.4	7199.2	7164
3195.2	3135.2	3157.6	3077.6
4451.2	4487.2	4448	4488
4341.6	4336	4226.4	4183.2
5920	5790.4	5755.2	5624.8
2884	2837.6	2859.2	2804
6256.8	6150.4	6156.8	6047.2
6147.2	6220.8	6210.4	6232.8
6669.6	6624	6655.2	6595.2
4652	4640.8	4617.6	4630.4
4873.6	4859.2	4928	4903.2
3340.8	3341.6	3300.8	3327.2
2609.6	2741.6	2764	2689.6
2028	2013.6	2081.6	2060.8
7182.4	7243.2	7236.8	7258.4
2847.2	2896.8	2898.4	2917.6
5724	5760.8	5748.8	5770.4
7084	7016	7027.2	6953.6
3300.8	3312	3384	3381.6
3580.8	3462.4	3456.8	3319.2
5600.8	5533.6	5508	5451.2
5715.2	5610.4	5596.8	5476
2064	2190.4	2223.2	2241.6
5389.6	5352	5400	5384
2516.8	2553.6	2540	2564.8
6195.2	6033.6	6037.6	5882.4
4813.6	4677.6	4666.4	4541.6
2807.2	2928.8	2935.2	2956.8
4675.2	4713.6	4743.2	4829.6
2858.4	2826.4	2732.8	2704
7707.2	7499.2	7451.2	7337.6
4391.2	4433.6	4549.6	4576
6542.4	6575.2	6517.6	6533.6
1988	1961.6	1945.6	2097.6
3345.6	3335.2	3216	3191.2
6563.2	6644.8	6648	6722.4
4029.6	4028.8	3949.6	3933.6
2240.8	2152.8	2144.8	2143.2
4150.4	4156.8	4123.2	4150.4
5408.8	5280.8	5268	5167.2
6727.2	6622.4	6649.6	6520.8
2976	3000	2933.6	2950.4
2980.8	2936	2979.2	2922.4
5219.2	5207.2	5116.8	5096.8
6331.2	6205.6	6211.2	6096.8
4681.6	4586.4	4612.8	4516
2620.8	2651.2	2593.6	2599.2
6164	6128.8	6168.8	6140.8
6664	6664.8	6702.4	6671.2
3531.2	3458.4	3467.2	3398.4
6971.2	6998.4	6930.4	6955.2
1930.4	1890.4	1948.8	1923.2
7316.8	7336.8	7291.2	7318.4
5071.2	4964	4972	4894.4
3799.2	3812.8	3791.2	3804
5000	4974.4	4811.2	4794.4
4209.6	4085.6	4075.2	3952
6085.6	6046.4	6132	6082.4
5633.6	5684.8	5708	5782.4
4920.8	4856	4855.2	4764
5640.8	5572	5520	5472.8
5555.2	5614.4	5571.2	5619.2
3149.6	3112.8	3190.4	3158.4
4296.8	4393.6	4397.6	4426.4
6200	6188.8	6174.4	6185.6
5736	5700.8	5744.8	5721.6
4925.6	4871.2	4903.2	4859.2
1889.6	1902.4	1834.4	1822.4
2496	2458.4	2450.4	2371.2
2230.4	2256	2188.8	2193.6
2476	2554.4	2550.4	2623.2
5830.4	5861.6	5820.8	5836.8
4153.6	4099.2	4108	4033.6
5795.2	5588.8	5576.8	5439.2
2635.2	2660	2772.8	2772
4121.6	4066.4	4097.6	3991.2
6904	6808	6828.8	6725.6
3529.6	3512.8	3578.4	3536
4828	4856	4930.4	5016
2209.6	2314.4	2317.6	2340.8
1977.6	1877.6	1863.2	1875.2
3507.2	3535.2	3512	3540.8
3412.8	3453.6	3362.4	3377.6
2612.8	2712.8	2724.8	2760
6972.8	6924.8	6887.2	6891.2
4526.4	4643.2	4670.4	4699.2
5209.6	5194.4	5261.6	5224
2157.6	2116.8	2103.2	2105.6
2501.6	2418.4	2414.4	2325.6
7415.2	7322.4	7393.6	7315.2
4569.6	4572	4465.6	4480
1948	1960.8	2049.6	2054.4
2940.8	2884.8	2912.8	2872
6045.6	6016	6085.6	6032.8
6934.4	6969.6	6945.6	6984.8
4288	4385.6	4388.8	4412.8
3734.4	3688.8	3790.4	3728
4984	4857.6	4836	4681.6
4659.2	4532.8	4501.6	4468
3410.4	3518.4	3720	3756.8
3572	3448.8	3426.4	3305.6
4124.8	4020.8	3991.2	3965.6
6099.2	6168	6153.6	6203.2
6484.8	6558.4	6560	6600.8
2371.2	2341.6	2391.2	2352
3328	3252.8	3236.8	3190.4
2958.4	2754.4	2675.2	2446.4
3480.8	3437.6	3475.2	3408
2240	2144	2142.4	2033.6
6463.2	6456	6560	6483.2
4634.4	4506.4	4540.8	4452.8
4039.2	4086.4	4064	4091.2
3744.8	3716.8	3780	3745.6
5676	5641.6	5700	5666.4
1866.4	1843.2	1883.2	1866.4
2138.4	2136	2120	2128.8
4980.8	4924.8	4937.6	4883.2
5409.6	5347.2	5332.8	5332.8
2883.2	2896.8	2848	2865.6
2556.8	2540.8	2392.8	2346.4
4149.6	4212.8	4208	4228.8
4828.8	4739.2	4718.4	4738.4
2816	2851.2	2826.4	2848
2939.2	2928	2831.2	2828
5120.8	4984.8	4944	4828
5811.2	5729.6	5769.6	5689.6
2765.6	2646.4	2622.4	2486.4
4151.2	4128	4196.8	4167.2
4732	4696	4746.4	4697.6
5806.4	5900.8	5908	5954.4
5571.2	5463.2	5437.6	5447.2
5773.6	5755.2	5638.4	5604
4891.2	4812	4853.6	4779.2
7070.4	7031.2	7064	7042.4
6575.2	6602.4	6579.2	6572.8
5434.4	5453.6	5417.6	5454.4
2983.2	3072.8	3078.4	3123.2
2143.2	2085.6	2075.2	2072.8
2779.2	2780	2880.8	2876.8
4364	4344.8	4413.6	4375.2
3275.2	3114.4	3102.4	2976
6461.6	6502.4	6463.2	6500
3559.2	3540.8	3397.6	3332.8
2093.6	2132	2125.6	2140
5588.8	5588.8	5453.6	5456.8
3459.2	3379.2	3388	3310.4
3055.2	3084.8	3068.8	3088
2401.6	2379.2	2277.6	2244
2857.6	2725.6	2716	2727.2
2072.8	1884.8	1905.6	1948
5976	5948.8	5832.8	5785.6
5605.6	5544	5408.8	5372
3195.2	3225.6	3153.6	3155.2
4061.6	3992.8	4087.2	4055.2
2960	2948	3040.8	3020.8
5228	5256	5216.8	5267.2
5557.6	5543.2	5420	5416
4629.6	4596.8	4568.8	4588
6376.8	6282.4	6320.8	6250.4
5221.6	5144.8	5172	5084
1952	1928	2059.2	2044
2346.4	2331.2	2412	2387.2
7148	7152	7073.6	7049.6
3571.2	3425.6	3429.6	3260.8
2971.2	2850.4	2832.8	2807.2
3754.4	3748	3821.6	3842.4
3304.8	3271.2	3320	3283.2
4836.8	4860.8	4824	4846.4
3556	3515.2	3504.8	3379.2
1837.6	1835.2	1914.4	1903.2
6644	6548.8	6582.4	6494.4
4216	4316	4296.8	4393.6
4523.2	4539.2	4637.6	4626.4
5904.8	5870.4	5921.6	5852
7056	6980	7000	6938.4
3881.6	3849.6	3909.6	3859.2
2830.4	2820	2902.4	2892.8
2819.2	2725.6	2722.4	2621.6
5364	5325.6	5395.2	5378.4
5871.2	5976	5972.8	6016
2944	2997.6	2982.4	3007.2
4077.6	4028	4073.6	4008
3539.2	3468	3488	3432
5151.2	5067.2	5063.2	5007.2
3732	3670.4	3694.4	3632
4504.8	4536	4496.8	4518.4
6948	6931.2	7018.4	6990.4
2232	2137.6	2132	2037.6
2817.6	2787.2	2854.4	2819.2
3946.4	3884	3888	3824
5398.4	5380	5494.4	5448.8
4231.2	4242.4	4336	4357.6
4626.4	4741.6	4724	4860
5851.2	5789.6	5764	5655.2
5484	5473.6	5448	5455.2
4531.2	4544.8	4648	4634.4
2070.4	2172	2194.4	2285.6
7145.6	7191.2	7056.8	7042.4
5793.6	5749.6	5844.8	5840
1925.6	1874.4	1862.4	1859.2
7084	7006.4	7095.2	7051.2
2515.2	2512.8	2596.8	2576
2256	2260.8	2212.8	2224
6100	6101.6	6103.2	6131.2
1966.4	2001.6	1976	2001.6
4332.8	4359.2	4333.6	4351.2
1856.8	1858.4	1952	1954.4
3744	3632	3634.4	3497.6
3873.6	3869.6	3964	3938.4
1975.2	1925.6	1968	1913.6
3031.2	2861.6	2800.8	2623.2
6876.8	6744.8	6780	6658.4
5100	5072.8	5133.6	5100.8
1921.6	1907.2	1896.8	1892
4284.8	4152	4155.2	3979.2
7090.4	7045.6	7132.8	7109.6
2721.6	2796.8	2792.8	2813.6
3180.8	3296	3288.8	3387.2
3382.4	3408	3380.8	3414.4
3224	3235.2	3169.6	3164.8
1923.2	1851.2	1856	1808
2016	1921.6	1909.6	1903.2
6294.4	6346.4	6356	6389.6
2273.6	2285.6	2412.8	2424
6871.2	6752.8	6736.8	6647.2
4667.2	4642.4	4483.2	4478.4
6545.6	6418.4	6412	6257.6
1869.6	1824.8	1832.8	1873.6
4735.2	4631.2	4632.8	4563.2
5620	5553.6	5561.6	5464
4451.2	4500.8	4512.8	4537.6
3465.6	3473.6	3449.6	3468
3168.8	3243.2	3240.8	3265.6
4138.4	4182.4	4307.2	4330.4
6940.8	6942.4	6836.8	6838.4
4107.2	4138.4	4290.4	4306.4
4591.2	4622.4	4726.4	4695.2
7320	7363.2	7320	7352
2520.8	2624	2648.8	2736
3552.8	3505.6	3487.2	3476
3380	3350.4	3424	3372.8
3649.6	3519.2	3519.2	3377.6
6017.6	6052	6040	6068
1868	1888.8	1835.2	1838.4
4372	4197.6	4131.2	3933.6
3159.2	3266.4	3280.8	3300
5521.6	5388	5297.6	5220.8
5217.6	5273.6	5253.6	5273.6
3707.2	3780.8	3776.8	3808
1862.4	1878.4	1862.4	1872
6019.2	6060	6011.2	6045.6
4688	4716.8	4692.8	4717.6
1953.6	1957.6	2037.6	2038.4
3792.8	3912.8	3931.2	4027.2
2636.8	2552	2535.2	2523.2
3953.6	3959.2	3877.6	3866.4
5141.6	5015.2	5048.8	4932
2730.4	2464	2324.8	2058.4
5548	5450.4	5479.2	5417.6
2848	2866.4	2810.4	2816.8
6919.2	6932	6884	6920.8
3160	3201.6	3307.2	3393.6
4839.2	4813.6	4764	4770.4
2157.6	1964.8	1952.8	1892
5356.8	5257.6	5249.6	5072.8
2724.8	2696.8	2732	2685.6
5368.8	5342.4	5269.6	5257.6
4351.2	4295.2	4361.6	4340
1933.6	1896.8	1888.8	1901.6
4578.4	4576	4652	4627.2
4664.8	4624.8	4680.8	4606.4
3805.6	3752	3773.6	3720
6086.4	6095.2	6071.2	6084.8
2608	2604.8	2681.6	2670.4
6272.8	6324.8	6315.2	6343.2
7396.8	7348.8	7251.2	7240
1904	2009.6	2056.8	2081.6
3772.8	3696	3678.4	3674.4
5499.2	5548	5517.6	5596
7312.8	7323.2	7324.8	7289.6
6911.2	6960.8	6947.2	6988.8
4085.6	4076.8	3979.2	3948
6072.8	6039.2	6052.8	6024.8
6861.6	6742.4	6755.2	6635.2
3483.2	3472	3441.6	3314.4
6971.2	6950.4	6788	6752
5457.6	5379.2	5376	5336
5617.6	5622.4	5562.4	5566.4
5475.2	5534.4	5518.4	5550.4
2179.2	2208.8	2168	2180.8
5774.4	5728	5792.8	5741.6
1883.2	1911.2	1968.8	1884
1896.8	1959.2	2090.4	2142.4
6852.8	6872	6807.2	6804
1827.2	1851.2	1856.8	1836.8
3097.6	3069.6	2979.2	2949.6
3770.4	3741.6	3644	3603.2
5472.8	5555.2	5552	5639.2
2668.8	2704	2692	2713.6
4312	4383.2	4384.8	4437.6
6701.6	6633.6	6675.2	6587.2
4920	5022.4	5036.8	5080
4980.8	5024	4970.4	4968.8
4260.8	4290.4	4273.6	4296.8
1828	1826.4	1855.2	1936.8
4372.8	4332	4204	4183.2
4655.2	4684.8	4680	4716
1985.6	1969.6	1890.4	1896.8
2770.4	2769.6	2877.6	2863.2
5989.6	5838.4	5858.4	5709.6
5557.6	5722.4	5774.4	5807.2
5278.4	5232	5281.6	5233.6
6572.8	6669.6	6668.8	6737.6
4116	4181.6	4160	4188.8
2020	1920	1889.6	1876.8
4924.8	4982.4	5011.2	5064
6835.2	6778.4	6680	6665.6
4375.2	4360.8	4492.8	4483.2
2336	2298.4	2282.4	2292
5291.2	5246.4	5136	5110.4
4012.8	4034.4	4140.8	4129.6
7308	7358.4	7299.2	7331.2
6375.2	6398.4	6153.6	6000.8
6952.8	6916.8	7013.6	6961.6
5501.6	5424	5460.8	5407.2
6882.4	6850.4	6792	6777.6
2620.8	2503.2	2485.6	2367.2
5245.6	5324.8	5280.8	5336.8
6843.2	6853.6	6818.4	6832.8
4127.2	4271.2	4572	4596.8
3884	3751.2	3746.4	3616.8
5232.8	5238.4	5172.8	5147.2
5166.4	5178.4	5156	5176.8
4565.6	4522.4	4428.8	4420.8
2127.2	2024.8	1860	1908.8
3593.6	3592	3513.6	3532.8
4425.6	4293.6	4270.4	4110.4
7349.6	7324	7380	7325.6
4680.8	4647.2	4684.8	4654.4
6132.8	6117.6	6189.6	6182.4
4008	3970.4	4029.6	3976.8
6478.4	6426.4	6294.4	6267.2
5948.8	5974.4	6045.6	6006.4
6236.8	6124.8	6139.2	6094.4
2556	2428	2421.6	2288
3212	3244.8	3206.4	3238.4
5456	5443.2	5543.2	5508
3096	3064.8	3149.6	3117.6
2061.6	2027.2	2072	2028
3700	3715.2	3782.4	3755.2
3907.2	4018.4	4040.8	4148
5302.4	5144	5140.8	4999.2
5758.4	5828.8	5854.4	5884
5298.4	5299.2	5382.4	5378.4
6010.4	6060.8	6044	6078.4
3329.6	3210.4	3196	3074.4
2091.2	2137.6	2121.6	2162.4
4910.4	4837.6	4831.2	4747.2
2038.4	2030.4	2101.6	2082.4
3596	3558.4	3602.4	3556.8
3352.8	3350.4	3448	3465.6
5779.2	5638.4	5625.6	5476
3153.6	3039.2	3040	2927.2
6195.2	6248	6247.2	6279.2
2104	2192.8	2196.8	2224.8
6957.6	6870.4	6822.4	6815.2
1952	1858.4	1834.4	1820.8
5401.6	5488	5525.6	5565.6
4098.4	3978.4	3965.6	3836.8
2095.2	2117.6	2070.4	2076.8
6154.4	6146.4	6101.6	6144.8
5123.2	5167.2	5148	5177.6
6605.6	6631.2	6583.2	6605.6
3236.8	3148.8	3162.4	3081.6
2905.6	2858.4	2847.2	2845.6
2933.6	2925.6	2989.6	2967.2
7216	7154.4	7172	7059.2
5269.6	5182.4	5232	5199.2
6196	6144.8	6091.2	6039.2
4181.6	4279.2	4272.8	4304.8
5855.2	5899.2	5845.6	5877.6
3526.4	3528	3471.2	3464
4842.4	4796.8	4780.8	4773.6
2612.8	2601.6	2570.4	2588.8
7468.8	7416.8	7456.8	7400.8
6144.8	6224.8	6196	6236
3084	3148.8	3141.6	3217.6
2217.6	2172	2219.2	2161.6
5128	5095.2	5080	5088
4440	4452	4389.6	4414.4
2417.6	2283.2	2267.2	2142.4
3356.8	3457.6	3463.2	3479.2
6593.6	6508.8	6493.6	6473.6
3332.8	3345.6	3283.2	3289.6
6776	6710.4	6730.4	6653.6
2194.4	2169.6	2229.6	2192
5943.2	5927.2	6028.8	6008
3080.8	2961.6	2944.8	2824.8
2791.2	2856.8	2874.4	2908
2519.2	2559.2	2551.2	2568
4844.8	4852	4916	4902.4
5320.8	5189.6	5193.6	5053.6
6464	6348.8	6370.4	6235.2
1928	1848.8	1890.4	1984.8
1900.8	1952.8	1943.2	1970.4
5339.2	5223.2	5177.6	5124.8
4592.8	4548	4640	4602.4
6523.2	6508.8	6584	6553.6
6503.2	6564	6544	6575.2
3687.2	3660.8	3553.6	3511.2
3370.4	3308.8	3366.4	3296.8
2694.4	2664.8	2724	2693.6
3500	3583.2	3579.2	3610.4
4672.8	4556.8	4536.8	4388
1875.2	1855.2	1904.8	1872
6398.4	6346.4	6392	6343.2
4980.8	5032.8	5016	5039.2
2294.4	2284	2359.2	2340
6164.8	6180	6094.4	6104
2022.4	2049.6	2083.2	2098.4
4488.8	4519.2	4513.6	4546.4
5924.8	5898.4	5996	5964
3509.6	3371.2	3357.6	3228.8
5888	5816.8	5796	5712
4224	4290.4	4276.8	4300.8
3442.4	3376.8	3394.4	3328.8
4768.8	4828	4812	4844
4905.6	4868	4890.4	4839.2
3169.6	3209.6	3343.2	3360
2254.4	2366.4	2382.4	2398.4
3140	3058.4	3038.4	2939.2
7505.6	7396	7357.6	7321.6
4028.8	3944	3951.2	3868
6805.6	6754.4	6798.4	6759.2
3836.8	3729.6	3727.2	3612.8
7134.4	7144.8	7108.8	7145.6
6601.6	6498.4	6522.4	6435.2
4448.8	4446.4	4560.8	4556.8
3855.2	3844	3916.8	3889.6
6373.6	6236	6290.4	6206.4
3427.2	3385.6	3413.6	3376
4554.4	4452	4459.2	4369.6
5132.8	5110.4	4997.6	4961.6
737.6	520	484.8	380
6228.8	6117.6	6128	6035.2
6335.2	6282.4	6360.8	6293.6
6144	6030.4	6013.6	5908
4044.8	3883.2	3844	3715.2
2687.2	2552.8	2542.4	2412.8
4195.2	4053.6	4045.6	3924
3160.8	3171.2	3235.2	3224
2150.4	2040	2016.8	1909.6
4765.6	4726.4	4705.6	4715.2
2140.8	2157.6	2281.6	2290.4
7273.6	7220	7184.8	7146.4
6340.8	6237.6	6241.6	6123.2
3119.2	3081.6	3071.2	3004
5512	5587.2	5626.4	5678.4
4079.2	4124	4117.6	4152.8
4838.4	4770.4	4756	4692.8
3468	3418.4	3437.6	3388
1821.6	1831.2	1929.6	1937.6
4124	4096	4148	4121.6
3156	3110.4	3085.6	3079.2
6103.2	6076.8	6040.8	6061.6
3220	3204.8	3312	3286.4
6395.2	6384.8	6252	6199.2
2652.8	2668.8	2607.2	2616
2364	2389.6	2510.4	2510.4
2092	2110.4	2096.8	2112
2176	2204.8	2211.2	2240.8
4816.8	4735.2	4807.2	4716.8
6072.8	6032.8	6111.2	6056
7048	7095.2	7062.4	7086.4
5688.8	5556	5543.2	5456.8
2685.6	2756	2760.8	2820.8
5207.2	5167.2	5260.8	5224.8
3356.8	3480	3499.2	3524.8
3915.2	3936	4047.2	4036
2620	2541.6	2563.2	2474.4
4740.8	4828	4842.4	4915.2
3897.6	3822.4	3842.4	3787.2
2187.2	2205.6	2148.8	2168
7360.8	7407.2	7379.2	7417.6
4252	4225.6	4210.4	4188.8
4355.2	4364	4304	4315.2
7153.6	6982.4	7064.8	6983.2
4016.8	4128.8	4169.6	4246.4
2640	2710.4	2704.8	2764.8
4076	4144.8	4112	4151.2
6052.8	6100.8	6102.4	6154.4
2113.6	2036.8	2050.4	1972.8
5917.6	5955.2	5935.2	5953.6
6888	6876	6850.4	6872
2558.4	2572	2568	2581.6
2107.2	2174.4	2173.6	2247.2
5153.6	4889.6	4788.8	4564.8
2787.2	2871.2	2866.4	2896
6395.2	6366.4	6440.8	6405.6
4294.4	4266.4	4359.2	4339.2
4196.8	4036	4016.8	3958.4
3880	3859.2	3951.2	3940
2603.2	2572	2628.8	2588
2090.4	2099.2	2086.4	2100
4578.4	4529.6	4496.8	4493.6
3862.4	3928	3936	3970.4
5636	5719.2	5752	5797.6
4588	4546.4	4601.6	4552.8
7038.4	6993.6	7090.4	7059.2
6744	6807.2	6807.2	6836.8
7026.4	7031.2	7100.8	7055.2
4158.4	4068	4058.4	3950.4
1964.8	1943.2	1925.6	1940.8
5117.6	5080.8	5084.8	5049.6
1885.6	1803.2	1820	1846.4
7145.6	7026.4	7004	6976
4893.6	4890.4	4848	4868
4180	4220	4391.2	4421.6
6780.8	6778.4	6865.6	6840.8
5279.2	5236.8	5363.2	5347.2
4363.2	4335.2	4427.2	4388
2068	2048.8	2072.8	2058.4
2883.2	2753.6	2743.2	2600
4962.4	4949.6	4917.6	4927.2
5732.8	5804	5791.2	5833.6
4938.4	4972	4951.2	4985.6
4044	4122.4	4123.2	4142.4
5242.4	5263.2	5224	5241.6
1851.2	1840.8	1929.6	1905.6
7361.6	7372.8	7328.8	7312
6819.2	6792.8	6711.2	6621.6
6025.6	6015.2	5904.8	5903.2
7143.2	7067.2	7073.6	6973.6
5734.4	5805.6	5801.6	5818.4
2198.4	2084	2083.2	1988
5788.8	5792.8	5776.8	5771.2
2632	2644.8	2724.8	2719.2
3852.8	3935.2	3934.4	3984.8
3876.8	3942.4	3944	4003.2
6127.2	6083.2	6130.4	6078.4
2404	2306.4	2312.8	2232.8
4836.8	4920.8	4948	5032.8
2657.6	2481.6	2428.8	2235.2
1953.6	1936	1973.6	1869.6
3031.2	3104	3096.8	3124.8
4353.6	4427.2	4428.8	4469.6
5130.4	5037.6	4748.8	4612.8
6149.6	6135.2	6196	6144
3646.4	3641.6	3742.4	3702.4
5662.4	5671.2	5591.2	5575.2
7198.4	7152	7074.4	7072
4872.8	4928	4880.8	4923.2
6934.4	6971.2	6874.4	6867.2
6816	6828	6763.2	6779.2
6339.2	6310.4	6384.8	6356
3501.6	3548	3538.4	3560
4012	3973.6	3996	3924
2005.6	2099.2	2121.6	2133.6
4448.8	4394.4	4399.2	4329.6
4854.4	4786.4	4755.2	4768.8
5112	5009.6	5023.2	4952
4406.4	4438.4	4380.8	4408
6381.6	6336	6440.8	6424.8
2108	2052.8	2068.8	2004.8
2732.8	2578.4	2560.8	2394.4
6478.4	6572.8	6567.2	6634.4
1867.2	1859.2	1800	1794.4
6225.6	6174.4	6198.4	6141.6
5224	5128	5112	5072
4025.6	3879.2	3858.4	3813.6
4005.6	3993.6	4111.2	4110.4
2121.6	2148.8	2121.6	2142.4
2284	2359.2	2356.8	2407.2
2255.2	2352.8	2359.2	2432.8
3646.4	3706.4	3691.2	3721.6
1955.2	1864.8	1900	1937.6
5240	5219.2	5200	5208.8
4817.6	4723.2	4717.6	4600.8
5992.8	5990.4	5872.8	5855.2
3148.8	3084.8	3009.6	2980
4584	4507.2	4544.8	4485.6
3579.2	3584.8	3715.2	3720.8
6997.6	6966.4	7055.2	7012
7043.2	7037.6	6909.6	6882.4
7456	7339.2	7379.2	7302.4
3731.2	3636	3652	3568
2559.2	2511.2	2369.6	2332.8
5973.6	5901.6	5838.4	5739.2
4218.4	4200.8	4241.6	4227.2
1914.4	1854.4	1978.4	1999.2
2318.4	2332	2448	2437.6
2788.8	2754.4	2627.2	2598.4
5503.2	5365.6	5351.2	5228.8
2616	2689.6	2684	2712
5469.6	5498.4	5383.2	5392
4162.4	4115.2	4121.6	4041.6
3736	3765.6	3770.4	3793.6
2153.6	2226.4	2227.2	2261.6
3367.2	3331.2	3377.6	3336
6497.6	6401.6	6364	6345.6
2388	2271.2	2263.2	2255.2
7240	7276.8	7207.2	7253.6
3990.4	3976	3875.2	3868
3242.4	3162.4	3184.8	3114.4
6756.8	6696	6758.4	6685.6
5533.6	5483.2	5526.4	5476.8
1957.6	1966.4	1905.6	1916.8
4803.2	4812.8	4891.2	4881.6
5320	5284	5342.4	5296
5240	5097.6	5083.2	4941.6
2658.4	2659.2	2744	2747.2
4200	4178.4	4096.8	4096
7092	7050.4	6996.8	6993.6
2652	2629.6	2692.8	2683.2
3008	3144.8	3211.2	3276
7398.4	7370.4	7282.4	7284.8
6945.6	6940	6864.8	6840
2779.2	2896.8	2916	2946.4
2248	2240.8	2228.8	2242.4
2284	2276.8	2353.6	2338.4
3394.4	3496	3525.6	3552
5492	5546.4	5564.8	5599.2
4329.6	4252	4286.4	4195.2
4126.4	4118.4	4224.8	4209.6
3212	3174.4	3293.6	3241.6
5055.2	5162.4	5179.2	5276.8
5361.6	5362.4	5238.4	5218.4
